study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB14674	SAMEA4060976	ERX1584871	ERR1513844	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513844/ERR1513844.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513844/10567.FP0388201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513844	
PRJEB14674	SAMEA4060978	ERX1584873	ERR1513846	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513846/ERR1513846.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513846/10567.FP0406201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513846	
PRJEB14674	SAMEA4060981	ERX1584876	ERR1513849	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513849/ERR1513849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513849/10567.FP0428201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513849	
PRJEB14674	SAMEA4060982	ERX1584877	ERR1513850	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513850/ERR1513850.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513850/10567.FP0431201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513850	
PRJEB14674	SAMEA4060986	ERX1584881	ERR1513854	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513854/ERR1513854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513854/10567.FP0446201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513854	
PRJEB14674	SAMEA4060772	ERX1584667	ERR1513640	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513640/ERR1513640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513640/10567.BLANK.1.1A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513640	
PRJEB14674	SAMEA4060988	ERX1584883	ERR1513856	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513856/ERR1513856.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513856/10567.FP0451201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513856	
PRJEB14674	SAMEA4060773	ERX1584668	ERR1513641	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513641/ERR1513641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513641/10567.BLANK.1.1C.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513641	
PRJEB14674	SAMEA4060775	ERX1584670	ERR1513643	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513643/ERR1513643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513643/10567.BLANK.1.1E.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513643	
PRJEB14674	SAMEA4060992	ERX1584887	ERR1513860	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513860/ERR1513860.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513860/10567.FP0462201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513860	
PRJEB14674	SAMEA4060778	ERX1584673	ERR1513646	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513646/ERR1513646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513646/10567.BLANK.1.1H.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513646	
PRJEB14674	SAMEA4060780	ERX1584675	ERR1513648	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513648/ERR1513648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513648/10567.BLANK.2.2B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513648	
PRJEB14674	SAMEA4060996	ERX1584891	ERR1513864	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513864/ERR1513864.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513864/10567.GMWA.1004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513864	
PRJEB14674	SAMEA4060781	ERX1584676	ERR1513649	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513649/ERR1513649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513649/10567.BLANK.2.2D.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513649	
PRJEB14674	SAMEA4060997	ERX1584892	ERR1513865	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513865/ERR1513865.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513865/10567.GMWA.1005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513865	
PRJEB14674	SAMEA4060782	ERX1584677	ERR1513650	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513650/ERR1513650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513650/10567.BLANK.2.2E.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513650	
PRJEB14674	SAMEA4060999	ERX1584894	ERR1513867	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513867/ERR1513867.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513867/10567.GMWA.1007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513867	
PRJEB14674	SAMEA4060783	ERX1584678	ERR1513651	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513651/ERR1513651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513651/10567.BLANK.2.2F.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513651	
PRJEB14674	SAMEA4060784	ERX1584679	ERR1513652	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513652/ERR1513652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513652/10567.BLANK.2.2G.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513652	
PRJEB14674	SAMEA4061001	ERX1584896	ERR1513869	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513869/ERR1513869.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513869/10567.GMWA.1009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513869	
PRJEB14674	SAMEA4060786	ERX1584681	ERR1513654	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513654/ERR1513654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513654/10567.BLANK.3.3A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513654	
PRJEB14674	SAMEA4060791	ERX1584686	ERR1513659	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513659/ERR1513659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513659/10567.BLANK.3.3H.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513659	
PRJEB14674	SAMEA4061004	ERX1584899	ERR1513872	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513872/ERR1513872.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513872/10567.GMWA.1012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513872	
PRJEB14674	SAMEA4060792	ERX1584687	ERR1513660	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513660/ERR1513660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513660/10567.BLANK.4.12H.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513660	
PRJEB14674	SAMEA4061005	ERX1584900	ERR1513873	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513873/ERR1513873.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513873/10567.GMWA.1013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513873	
PRJEB14674	SAMEA4060796	ERX1584691	ERR1513664	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513664/ERR1513664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513664/10567.BLANK.4.4E.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513664	
PRJEB14674	SAMEA4060799	ERX1584694	ERR1513667	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513667/ERR1513667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513667/10567.BLANK.4.4H.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513667	
PRJEB14674	SAMEA4061006	ERX1584901	ERR1513874	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513874/ERR1513874.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513874/10567.GMWA.1014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513874	
PRJEB14674	SAMEA4060800	ERX1584695	ERR1513668	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513668/ERR1513668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513668/10567.EC0004201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513668	
PRJEB14674	SAMEA4061007	ERX1584902	ERR1513875	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513875/ERR1513875.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513875/10567.GMWA.1015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513875	
PRJEB14674	SAMEA4060801	ERX1584696	ERR1513669	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513669/ERR1513669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513669/10567.EC0013201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513669	
PRJEB14674	SAMEA4061009	ERX1584904	ERR1513877	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513877/ERR1513877.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513877/10567.GMWA.1017.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513877	
PRJEB14674	SAMEA4060802	ERX1584697	ERR1513670	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513670/ERR1513670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513670/10567.EC0037201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513670	
PRJEB14674	SAMEA4060803	ERX1584698	ERR1513671	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513671/ERR1513671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513671/10567.EC0044201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513671	
PRJEB14674	SAMEA4061013	ERX1584908	ERR1513881	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513881/ERR1513881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513881/10567.GMWA.1021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513881	
PRJEB14674	SAMEA4060807	ERX1584702	ERR1513675	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513675/ERR1513675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513675/10567.EC0067201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513675	
PRJEB14674	SAMEA4061014	ERX1584909	ERR1513882	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513882/ERR1513882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513882/10567.GMWA.1022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513882	
PRJEB14674	SAMEA4060808	ERX1584703	ERR1513676	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513676/ERR1513676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513676/10567.EC0073201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513676	
PRJEB14674	SAMEA4061018	ERX1584913	ERR1513886	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513886/ERR1513886.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513886/10567.GMWA.1026.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513886	
PRJEB14674	SAMEA4060812	ERX1584707	ERR1513680	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513680/ERR1513680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513680/10567.EC0104201B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513680	
PRJEB14674	SAMEA4061020	ERX1584915	ERR1513888	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513888/ERR1513888.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513888/10567.GMWA.1028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513888	
PRJEB14674	SAMEA4060814	ERX1584709	ERR1513682	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513682/ERR1513682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513682/10567.EP0002201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513682	
PRJEB14674	SAMEA4061022	ERX1584917	ERR1513890	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513890/ERR1513890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513890/10567.GMWA.1031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513890	
PRJEB14674	SAMEA4060815	ERX1584710	ERR1513683	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513683/ERR1513683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513683/10567.EP0007201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513683	
PRJEB14674	SAMEA4061023	ERX1584918	ERR1513891	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513891/ERR1513891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513891/10567.GMWA.1032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513891	
PRJEB14674	SAMEA4060817	ERX1584712	ERR1513685	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513685/ERR1513685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513685/10567.EP0020201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513685	
PRJEB14674	SAMEA4061024	ERX1584919	ERR1513892	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513892/ERR1513892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513892/10567.GMWA.1033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513892	
PRJEB14674	SAMEA4060819	ERX1584714	ERR1513687	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513687/ERR1513687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513687/10567.EP0042201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513687	
PRJEB14674	SAMEA4061025	ERX1584920	ERR1513893	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513893/ERR1513893.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513893/10567.GMWA.1034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513893	
PRJEB14674	SAMEA4060821	ERX1584716	ERR1513689	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513689/ERR1513689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513689/10567.EP0080201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513689	
PRJEB14674	SAMEA4060824	ERX1584719	ERR1513692	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513692/ERR1513692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513692/10567.EP0096201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513692	
PRJEB14674	SAMEA4061036	ERX1584931	ERR1513904	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513904/ERR1513904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513904/10567.GMWA.1045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513904	
PRJEB14674	SAMEA4060828	ERX1584723	ERR1513696	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513696/ERR1513696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513696/10567.EP0114201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513696	
PRJEB14674	SAMEA4061037	ERX1584932	ERR1513905	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513905/ERR1513905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513905/10567.GMWA.1046.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513905	
PRJEB14674	SAMEA4060829	ERX1584724	ERR1513697	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513697/ERR1513697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513697/10567.EP0127201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513697	
PRJEB14674	SAMEA4061040	ERX1584935	ERR1513908	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513908/ERR1513908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513908/10567.GMWA.1049.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513908	
PRJEB14674	SAMEA4061046	ERX1584941	ERR1513914	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513914/ERR1513914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513914/10567.GMWA.1055.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513914	
PRJEB14674	SAMEA4061047	ERX1584942	ERR1513915	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513915/ERR1513915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513915/10567.GMWA.1056.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513915	
PRJEB14674	SAMEA4061049	ERX1584944	ERR1513917	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513917/ERR1513917.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513917/10567.GMWA.1058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513917	
PRJEB14674	SAMEA4061053	ERX1584948	ERR1513921	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513921/ERR1513921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513921/10567.GMWA.1062.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513921	
PRJEB14674	SAMEA4060830	ERX1584725	ERR1513698	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513698/ERR1513698.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513698/10567.EP0145201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513698	
PRJEB14674	SAMEA4061054	ERX1584949	ERR1513922	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513922/ERR1513922.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513922/10567.GMWA.1063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513922	
PRJEB14674	SAMEA4060831	ERX1584726	ERR1513699	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513699/ERR1513699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513699/10567.EP0149201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513699	
PRJEB14674	SAMEA4061057	ERX1584952	ERR1513925	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513925/ERR1513925.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513925/10567.GMWA.1066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513925	
PRJEB14674	SAMEA4060832	ERX1584727	ERR1513700	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513700/ERR1513700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513700/10567.EP0152201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513700	
PRJEB14674	SAMEA4061059	ERX1584954	ERR1513927	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513927/ERR1513927.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513927/10567.GMWA.1068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513927	
PRJEB14674	SAMEA4060834	ERX1584729	ERR1513702	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513702/ERR1513702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513702/10567.EP0169201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513702	
PRJEB14674	SAMEA4061062	ERX1584957	ERR1513930	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513930/ERR1513930.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513930/10567.GMWA.1071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513930	
PRJEB14674	SAMEA4061065	ERX1584960	ERR1513933	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513933/ERR1513933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513933/10567.GMWA.1074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513933	
PRJEB14674	SAMEA4060840	ERX1584735	ERR1513708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513708/ERR1513708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513708/10567.EP0201201B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513708	
PRJEB14674	SAMEA4061067	ERX1584962	ERR1513935	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513935/ERR1513935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513935/10567.GMWA.1076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513935	
PRJEB14674	SAMEA4060841	ERX1584736	ERR1513709	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513709/ERR1513709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513709/10567.EP0206201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513709	
PRJEB14674	SAMEA4061068	ERX1584963	ERR1513936	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513936/ERR1513936.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513936/10567.GMWA.1077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513936	
PRJEB14674	SAMEA4060846	ERX1584741	ERR1513714	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513714/ERR1513714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513714/10567.EP0248201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513714	
PRJEB14674	SAMEA4061073	ERX1584968	ERR1513941	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513941/ERR1513941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513941/10567.GMWA.1084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513941	
