study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB30615	SAMEA5206939	ERX3120059	ERR3046469	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046469/ERR3046469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046469/ERR3046469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046469/IfmP21_S51_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046469/IfmP21_S51_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046469	
PRJEB30615	SAMEA5206943	ERX3120063	ERR3046473	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046473/ERR3046473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046473/ERR3046473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046473/IfmP25_S4_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046473/IfmP25_S4_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/003/ERR3046473	
PRJEB30615	SAMEA5206952	ERX3120072	ERR3046482	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046482/ERR3046482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046482/ERR3046482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046482/IfmP34_S17_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046482/IfmP34_S17_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/002/ERR3046482	
PRJEB30615	SAMEA5206953	ERX3120073	ERR3046483	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046483/ERR3046483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046483/ERR3046483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046483/IfmP35_S23_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046483/IfmP35_S23_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/003/ERR3046483	
PRJEB30615	SAMEA5206955	ERX3120075	ERR3046485	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046485/ERR3046485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046485/ERR3046485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046485/IfmP37_S53_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046485/IfmP37_S53_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/005/ERR3046485	
PRJEB30615	SAMEA5206957	ERX3120077	ERR3046487	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046487/ERR3046487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046487/ERR3046487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046487/IfmP139_S92_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046487/IfmP139_S92_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046487	
PRJEB30615	SAMEA5206958	ERX3120078	ERR3046488	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046488/ERR3046488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046488/ERR3046488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046488/IfmK39_S77_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046488/IfmK39_S77_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046488	
PRJEB30615	SAMEA5206960	ERX3120080	ERR3046490	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046490/ERR3046490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046490/ERR3046490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046490/IfmK41_S6_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046490/IfmK41_S6_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046490	
PRJEB30615	SAMEA5206963	ERX3120083	ERR3046493	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046493/ERR3046493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046493/ERR3046493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046493/IfmK44_S42_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046493/IfmK44_S42_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/003/ERR3046493	
PRJEB30615	SAMEA5206966	ERX3120086	ERR3046496	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046496/ERR3046496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046496/ERR3046496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046496/IfmK47_S78_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046496/IfmK47_S78_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046496	
PRJEB30615	SAMEA5206969	ERX3120089	ERR3046499	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046499/ERR3046499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046499/ERR3046499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046499/IfmK50_S19_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046499/IfmK50_S19_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046499	
PRJEB30615	SAMEA5206970	ERX3120090	ERR3046500	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046500/ERR3046500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046500/ERR3046500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046500/IfmK51_S31_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046500/IfmK51_S31_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046500	
PRJEB30615	SAMEA5206971	ERX3120091	ERR3046501	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046501/ERR3046501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046501/ERR3046501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046501/IfmK52_S43_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046501/IfmK52_S43_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046501	
PRJEB30615	SAMEA5206972	ERX3120092	ERR3046502	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046502/ERR3046502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046502/ERR3046502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046502/IfmK53_S55_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046502/IfmK53_S55_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/002/ERR3046502	
PRJEB30615	SAMEA5206974	ERX3120094	ERR3046504	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046504/ERR3046504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046504/ERR3046504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046504/IfmK55_S48_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046504/IfmK55_S48_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/004/ERR3046504	
PRJEB30615	SAMEA5206976	ERX3120096	ERR3046506	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046506/ERR3046506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046506/ERR3046506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046506/IfmK57_S60_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046506/IfmK57_S60_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046506	
PRJEB30615	SAMEA5206977	ERX3120097	ERR3046507	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046507/ERR3046507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046507/ERR3046507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046507/IfmK58_S20_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046507/IfmK58_S20_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046507	
PRJEB30615	SAMEA5206989	ERX3120109	ERR3046519	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046519/ERR3046519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046519/ERR3046519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046519/IfmP07_S73_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046519/IfmP07_S73_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046519	
PRJEB30615	SAMEA5206999	ERX3120119	ERR3046529	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046529/ERR3046529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046529/ERR3046529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046529/IfmP17_S3_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046529/IfmP17_S3_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046529	
PRJEB30615	SAMEA5207006	ERX3120126	ERR3046536	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046536/ERR3046536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046536/ERR3046536_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046536/IfmP24_S87_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046536/IfmP24_S87_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046536	
PRJEB30615	SAMEA5207007	ERX3120127	ERR3046537	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046537/ERR3046537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046537/ERR3046537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046537/IfmP25_S4_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046537/IfmP25_S4_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046537	
PRJEB30615	SAMEA5207010	ERX3120130	ERR3046540	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046540/ERR3046540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046540/ERR3046540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046540/IfmP28_S40_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046540/IfmP28_S40_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046540	
PRJEB30615	SAMEA5207011	ERX3120131	ERR3046541	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046541/ERR3046541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046541/ERR3046541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046541/IfmP29_S82_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046541/IfmP29_S82_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046541	
PRJEB30615	SAMEA5207013	ERX3120133	ERR3046543	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046543/ERR3046543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046543/ERR3046543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046543/IfmP31_S94_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046543/IfmP31_S94_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/003/ERR3046543	
PRJEB30615	SAMEA5207014	ERX3120134	ERR3046544	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046544/ERR3046544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046544/ERR3046544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046544/IfmP32_S88_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046544/IfmP32_S88_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/004/ERR3046544	
PRJEB30615	SAMEA5207018	ERX3120138	ERR3046548	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046548/ERR3046548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046548/ERR3046548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046548/IfmP36_S41_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046548/IfmP36_S41_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046548	
PRJEB30615	SAMEA5207020	ERX3120140	ERR3046550	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046550/ERR3046550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046550/ERR3046550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046550/IfmP38_S65_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046550/IfmP38_S65_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046550	
PRJEB30615	SAMEA5207028	ERX3120148	ERR3046558	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046558/ERR3046558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046558/ERR3046558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046558/IfmK45_S54_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046558/IfmK45_S54_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046558	
PRJEB30615	SAMEA5207029	ERX3120149	ERR3046559	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046559/ERR3046559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046559/ERR3046559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046559/IfmK46_S66_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046559/IfmK46_S66_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046559	
PRJEB30615	SAMEA5206881	ERX3120002	ERR3046412	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046412/ERR3046412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046412/ERR3046412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046412/IfmP28_S40_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046412/IfmP28_S40_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/002/ERR3046412	
PRJEB30615	SAMEA5207031	ERX3120151	ERR3046561	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046561/ERR3046561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046561/ERR3046561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046561/IfmK48_S90_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046561/IfmK48_S90_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046561	
PRJEB30615	SAMEA5206883	ERX3120004	ERR3046414	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046414/ERR3046414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046414/ERR3046414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046414/IfmP30_S64_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046414/IfmP30_S64_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/004/ERR3046414	
PRJEB30615	SAMEA5207034	ERX3120154	ERR3046564	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046564/ERR3046564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046564/ERR3046564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046564/IfmK51_S31_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046564/IfmK51_S31_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/004/ERR3046564	
PRJEB30615	SAMEA5206885	ERX3120006	ERR3046416	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046416/ERR3046416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046416/ERR3046416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046416/IfmP32_S88_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046416/IfmP32_S88_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046416	
PRJEB30615	SAMEA5207035	ERX3120155	ERR3046565	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046565/ERR3046565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046565/ERR3046565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046565/IfmK52_S43_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046565/IfmK52_S43_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/005/ERR3046565	
PRJEB30615	SAMEA5206886	ERX3120007	ERR3046417	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046417/ERR3046417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046417/ERR3046417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046417/IfmP33_S5_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046417/IfmP33_S5_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046417	
PRJEB30615	SAMEA5207037	ERX3120157	ERR3046567	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046567/ERR3046567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046567/ERR3046567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046567/IfmK54_S67_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046567/IfmK54_S67_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046567	
PRJEB30615	SAMEA5206887	ERX3120008	ERR3046418	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046418/ERR3046418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046418/ERR3046418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046418/IfmP34_S17_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046418/IfmP34_S17_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046418	
PRJEB30615	SAMEA5207038	ERX3120158	ERR3046568	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046568/ERR3046568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046568/ERR3046568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046568/IfmK55_S48_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046568/IfmK55_S48_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046568	
PRJEB30615	SAMEA5206896	ERX3120017	ERR3046427	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046427/ERR3046427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046427/ERR3046427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046427/IfmK42_S18_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046427/IfmK42_S18_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046427	
PRJEB30615	SAMEA5207041	ERX3120161	ERR3046571	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046571/ERR3046571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046571/ERR3046571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046571/IfmK58_S20_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046571/IfmK58_S20_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046571	
PRJEB30615	SAMEA5206897	ERX3120018	ERR3046428	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046428/ERR3046428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046428/ERR3046428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046428/IfmK43_S30_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046428/IfmK43_S30_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046428	
PRJEB30615	SAMEA5207044	ERX3120164	ERR3046574	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046574/ERR3046574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046574/ERR3046574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046574/IfmK61_S84_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046574/IfmK61_S84_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/004/ERR3046574	
PRJEB30615	SAMEA5206898	ERX3120019	ERR3046429	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046429/ERR3046429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046429/ERR3046429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046429/IfmK44_S42_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046429/IfmK44_S42_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046429	
PRJEB30615	SAMEA5207046	ERX3120166	ERR3046576	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046576/ERR3046576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046576/ERR3046576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046576/IfmK63_S80_L001_R1_Run3.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046576/IfmK63_S80_L001_R2_Run3.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046576	
