pathway	description	IfmP01	IfmP02	IfmP03	IfmP07	IfmP10	IfmP11	IfmP12	IfmP13	IfmP14	IfmP15	IfmP16	IfmP19	IfmP20	IfmP22	IfmP23	IfmP24	IfmP25	IfmP30	IfmP31	IfmP33	IfmP34	IfmP35	IfmP36	IfmP38
ko00624	L_Polycyclic aromatic hydrocarbon degradation	166.13058823529414	14.743529411764705	24.236470588235296	25.294117647058826	1398.6470588235293	715.9623529411765	0.0	618.9788235294118	10.117647058823527	3720.9282352941173	18.58823529411765	142.94352941176467	0.0	13.92	414.86117647058825	13.19529411764706	1255.7682352941174	16.269411764705886	0.0	7.5064705882352944	242.36470588235287	18.43294117647059	571.7270588235293	297.6794117647059
ko00625	L_Chloroalkane and chloroalkene degradation	213778.97076923077	232664.57384615374	206901.62846153852	106799.8223076923	150823.87461538456	62228.163846153846	32702.720769230782	143688.42692307688	107131.47769230766	106051.79230769232	88137.59384615385	100956.23846153848	66616.9876923077	124263.78461538463	117921.81538461539	117072.90846153846	103326.0253846154	65404.36692307692	93293.58230769231	436955.5430769231	96198.3223076923	146222.84076923074	23756.950769230767	770543.5730769229
ko00627	L_Aminobenzoate degradation	42880.721	55260.79866666663	42905.912	23602.631	43247.699333333265	17025.244333333332	7138.692333333333	33045.50366666667	21872.65966666666	35751.836	14372.616000000005	20124.218999999997	15096.271333333336	18475.718666666668	21919.43733333334	22666.3	32908.80066666666	17161.325666666664	22009.99933333333	54144.560999999994	25037.07666666667	30995.446666666667	6176.937	212416.2216666667
ko00630	B_Glyoxylate and dicarboxylate metabolism	218564.71909090906	265007.0221212121	132468.58454545453	117496.89757575758	162766.90393939387	54552.970606060604	40373.81424242425	92560.64666666668	86899.07636363637	81627.90787878787	97702.07272727274	101621.31212121213	62004.854848484865	132662.07606060605	114338.6881818182	95072.67303030303	134447.02575757582	67200.67424242424	97047.6606060606	420934.063030303	110960.63515151512	122001.90545454546	22315.952727272725	660819.0224242425
ko00633	L_Nitrotoluene degradation	166680.89818181813	240957.1909090909	124460.14181818186	155354.5	122475.85363636364	57770.30909090909	22439.834545454545	76066.40181818181	97392.13454545454	56682.14727272728	118678.41636363641	44765.98363636364	63484.55909090909	101715.06545454543	77011.63181818182	86584.83090909093	71949.6918181818	42390.664545454536	100110.95636363636	776095.8436363637	128999.11818181818	212399.7627272727	15333.975454545456	1147063.7963636364
ko00640	B_Propanoate metabolism	262348.62272727274	335155.7557575758	218436.65575757573	122908.92393939395	255709.3930303029	91109.39303030302	45515.25666666668	160320.35393939394	137516.69272727266	106101.52848484847	99380.47181818183	119362.15454545456	95770.95393939392	170325.46363636365	142077.12666666665	131628.5824242424	162240.52181818182	83785.87515151518	160052.4342424242	872142.3957575758	114747.24606060605	218333.55545454548	32837.43060606061	987426.1942424241
ko00642	L_Ethylbenzene degradation	0.0	71200.99499999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00643	L_Styrene degradation	6499.693333333334	50836.74888888887	15982.788888888888	19414.212222222224	51935.79555555549	7134.121111111112	9125.298888888889	7425.351111111109	12216.233333333335	13682.95555555556	8352.676666666666	15780.482222222225	7304.67888888889	18775.826666666668	14469.092222222222	10652.252222222227	11503.233333333335	5118.0633333333335	19920.858888888888	31006.818888888887	13966.137777777778	8249.556666666667	1971.2344444444445	101210.30222222225
ko00650	B_Butanoate metabolism	241441.8277142857	318456.76171428576	212131.2868571429	117408.07085714287	210762.04485714284	89281.90057142857	40958.35	154296.57257142858	118920.94285714286	114602.76657142857	92986.29057142859	117123.39257142856	85397.51199999999	150863.43714285718	124920.222	125057.56342857142	148188.3565714286	76695.94257142858	133954.14428571428	692711.3485714284	109532.82199999999	173921.928	28819.315714285716	902671.1242857141
ko00660	B_C5-Branched dibasic acid metabolism	665068.3983333333	784206.4450000006	420687.14666666667	368893.15666666673	357847.3999999999	129162.67833333336	110389.1666666667	339012.8833333333	224442.4933333333	243592.23	325599.8766666666	336924.57499999995	190145.725	377309.21666666656	322919.77	352523.13833333337	366180.16166666656	153212.7116666667	306028.14333333325	552647.2383333333	311760.6583333334	246884.23166666672	39563.09166666666	1759158.876666667
ko00670	I_One carbon pool by folate	636329.4585714284	713042.0485714289	431332.4285714286	333092.545	364041.915	185487.16642857136	96354.97785714289	371640.79785714287	268585.7599999999	239298.00928571424	273932.9299999999	311321.96	210007.35571428572	382796.915	324824.0964285714	303382.10357142845	393620.8564285715	139392.77571428573	279925.04928571434	1600900.0928571431	276726.98785714287	416996.48714285705	70756.95142857144	2068550.4785714282
ko00680	C_Methane metabolism	230929.63623655922	275422.79989247315	147318.21795698922	138052.82623655914	120770.24806451607	60249.841827956974	31096.61290322581	121538.19903225805	85846.38021505374	82491.91591397849	109722.30118279572	111206.72451612905	67553.98666666665	116634.37752688171	99258.51462365592	102993.88731182793	120758.46451612904	49608.07139784946	96063.31139784944	455998.23258064524	115925.31548387099	129298.85301075267	19591.034946236567	749049.8372043009
ko00710	C_Carbon fixation in photosynthetic organisms	593202.9650000001	764165.4138888889	448360.7872222222	335299.4477777778	384082.22111111117	186974.965	96799.52444444447	361398.635	283666.43777777767	255195.87388888877	290086.8466666666	339105.54055555555	206714.89166666672	374327.1427777778	322426.1127777777	272351.11388888885	351909.2511111111	133525.71666666667	322092.25444444444	1783061.051666667	270403.9366666667	436524.8622222222	70529.05611111112	2087580.4177777774
ko00720	C_Carbon fixation pathways in prokaryotes	329653.775	426614.2035294118	232744.7220588235	160601.7688235294	285712.56529411755	114493.00235294116	48523.841176470596	188991.55529411766	155137.44147058818	123315.22470588233	127063.82352941176	148023.06058823527	115821.94705882356	201046.81970588234	160295.76147058822	151777.91088235288	252246.6876470588	85666.99941176471	167258.06588235288	1172932.749117647	156105.08088235292	259579.85088235288	46788.32529411765	1226248.433235294
ko00730	I_Thiamine metabolism	639729.549090909	794253.0063636362	496236.03818181815	332278.1509090909	389266.4781818179	194420.54	92076.3145454546	392472.04272727284	304753.9236363635	232912.7090909091	300310.9018181818	299074.11999999994	214917.18909090906	386441.7400000001	340366.5654545454	346607.48818181804	368755.3163636364	156714.20454545462	298013.7736363636	2141535.650909091	282390.29000000004	485299.82272727275	77626.86454545455	2299959.0063636363
ko00740	I_Riboflavin metabolism	228051.43166666664	260946.47666666665	141773.42416666663	112035.96583333334	196125.22249999997	75829.28749999999	31393.180833333347	133117.00750000007	109848.92666666668	76298.61583333334	121650.04833333335	70523.37083333332	84775.72083333333	138562.82416666663	109786.06083333334	103318.76916666664	165236.23416666663	72576.03083333334	126033.3825	972300.5116666666	122224.85416666669	211146.28083333332	34075.13416666668	911162.2308333331
ko00750	I_Vitamin B6 metabolism	402782.85875	394142.485	218376.2375	147743.58499999993	210902.7537499998	86063.21625000001	43297.19875000002	213460.48875	119693.60624999998	123964.1025	129481.74125	190443.09	123623.15875	170474.8225	146226.3275	142101.31999999995	254923.68	75922.74875	138477.32999999993	480029.11625	157924.86125000002	163893.97375	33724.51875	899553.7350000001
ko00760	I_Nicotinate and nicotinamide metabolism	388547.3422222222	450745.9627777778	289913.77833333326	202235.395	267861.801111111	119980.54888888886	65465.14222222224	247445.94222222216	179638.76111111106	151724.0388888889	178534.61333333337	189457.4094444445	138833.76944444442	255872.35944444442	219367.265	189628.02444444443	241797.53499999997	96418.30611111113	206008.3961111111	1145860.9055555558	165480.86666666667	289453.34055555554	46485.979444444434	1311796.3911111113
ko00770	I_Pantothenate and CoA biosynthesis	700945.4346666667	767293.9880000001	437179.14199999993	330216.1953333333	426116.81066666654	175299.59733333337	99472.19600000004	383984.87133333326	275291.62133333326	235018.586	281056.4213333333	324391.9406666666	220476.9253333333	384615.11	322962.0526666666	303350.716	406385.3793333332	146880.21333333335	325879.30533333326	1581929.683333333	311615.852	414546.958	66259.62333333332	2099677.292
ko00780	I_Biotin metabolism	383644.55799999996	463231.154	227339.872	192652.41600000003	309725.22000000003	155252.43799999994	48782.65400000003	230248.67799999996	187863.15999999997	106927.0	158784.89800000002	158488.13999999998	162024.99800000002	290000.662	189186.888	191017.9	259926.0600000001	119251.48400000005	209304.732	2508101.164	195464.60400000005	412463.99600000004	75632.74799999999	1421600.208
ko00785	I_Lipoic acid metabolism	51271.36000000002	195729.18499999988	206899.4400000001	29519.415000000005	264509.7200000001	114480.95499999994	14812.014999999996	129400.43499999994	76842.01000000001	83003.73000000001	7431.1100000000015	78468.15999999999	42419.345	70160.39500000003	46780.09000000001	79970.50499999999	216496.09	81383.1	34756.615	786430.4299999998	28349.91	171092.42999999993	39861.569999999985	585781.5800000001
ko00790	I_Folate biosynthesis	375873.2316666668	449212.07166666654	300749.15833333327	205935.57083333333	287627.7183333331	130460.14083333335	44274.69166666668	257289.5583333333	197159.4325	143651.74166666667	170603.4541666667	197761.73916666667	116114.78166666665	202582.6108333333	170635.68166666667	197833.43999999997	228584.5258333333	107862.60166666668	179100.31166666665	1362896.595	169576.60833333337	342461.70833333326	51854.90833333333	1690387.038333333
ko00791	L_Atrazine degradation	22732.842857142856	47791.042857142864	36125.4	34392.28571428572	47607.121428571416	12923.562857142857	13212.94857142857	6714.58	22761.858571428573	3513.854285714285	10707.238571428572	10596.101428571428	10397.374285714284	36896.875714285714	20775.31428571429	35309.987142857135	6892.7357142857145	17307.777142857143	16606.28714285714	82819.3442857143	45523.194285714286	53097.38285714285	0.0	424377.3914285713
ko00830	I_Retinol metabolism	0.0	23951.081111111107	34339.30666666667	0.0	15712.683333333347	0.0	0.0	0.0	0.0	0.0	0.0	9183.22388888889	0.0	0.0	0.0	0.0	11177.335	0.0	0.0	0.0	10155.329999999998	0.0	0.0	109985.09111111113
ko00860	I_Porphyrin metabolism	242324.2633962264	283998.15811320755	130552.97075471695	138882.71188679244	188967.73754716985	68002.62490566037	33110.00339622642	103618.80603773586	113871.66358490568	72271.99905660377	147410.21867924533	98166.6575471698	76638.27301886793	147657.47962264152	124556.70698113207	116673.9916981132	131103.61264150945	51405.57094339623	104892.96962264151	1080603.5535849056	129940.33509433965	226513.74735849065	31217.47981132076	1006691.5879245284
ko00900	J_Terpenoid backbone biosynthesis	508561.0872222222	556873.5411111112	368973.39555555565	234442.98	365534.6522222221	162955.3861111111	77385.65111111115	303118.61111111107	233487.12388888892	189977.89611111113	189968.57055555555	205236.0477777778	165224.64833333332	306660.5799999999	262324.9411111111	222469.5811111111	311567.4961111111	113709.0961111111	247274.36499999987	1590491.8727777775	201586.86166666672	381646.9811111111	62275.19833333333	1759615.058333333
ko00903	J_Limonene and pinene degradation	65963.75545454545	75918.34636363633	63809.356363636376	38999.28727272728	94525.14454545453	20306.561818181824	0.0	47735.450909090905	41316.711818181815	59976.21545454546	32793.726363636364	28599.820909090908	28297.739090909086	41912.062727272736	44887.53999999999	33736.53	42590.493636363615	0.0	47381.321818181816	228106.0990909091	40934.719090909086	66200.01363636363	11947.076363636364	341234.12181818194
ko00906	J_Carotenoid biosynthesis	124.52647058823528	855.3917647058822	3251.503529411765	30.588235294117645	3940.402352941176	2926.7729411764703	17.620588235294118	314.2705882352942	2823.8505882352947	1076.7205882352941	190.0	315.1417647058824	775.9494117647058	211.65058823529407	279.43117647058824	31.70705882352941	1054.535294117647	3673.2258823529414	1335.3135294117646	11599.051176470592	471.0394117647059	8984.008235294117	271.29411764705884	44943.46647058824
ko00908	J_Zeatin biosynthesis	206434.19	235385.42250000013	142149.7675	98997.28999999998	122419.13250000002	64355.66499999997	31018.112500000014	124377.5825	89064.55749999998	78034.125	80622.15499999997	96926.7575	67394.02499999997	123742.68499999994	106480.34749999996	97166.33249999996	148304.84999999998	44608.19250000001	94182.20749999996	538134.5575	87834.17750000003	135557.42999999993	26565.7025	666936.4749999997
ko00910	C_Nitrogen metabolism	253091.73400000003	256007.2756000001	143400.1984	130648.23400000005	161568.79919999998	66274.72459999999	33415.7502	124208.244	103244.00319999996	78183.6546	104167.7944	94837.475	73917.0454	139040.4816	108451.0228	103548.87539999998	124596.9956	62351.794	101967.194	758865.4762	111348.8972	180076.94	28265.6466	892588.7474000001
ko00920	C_Sulfur metabolism	293335.0775	340191.82437500014	176966.18	141943.47062499993	178408.17062499997	74220.23187499997	43192.421250000014	164713.92125	101579.43312499997	114117.16499999998	110452.545625	113041.25375	98825.078125	169035.22375	125910.97375	119962.35749999994	173359.24312499998	74745.653125	124876.13374999998	567868.6425	128596.7975	142383.97187500002	32483.599375	718393.470625
ko00930	L_Caprolactam degradation	4943.3828571428585	25273.187142857143	40831.44857142858	5933.9571428571435	10172.091428571428	12028.118571428571	695.0957142857143	16881.14142857143	17272.428571428572	3408.3685714285716	2751.8857142857146	5942.391428571428	2612.347142857143	3009.425714285714	11627.824285714287	17401.324285714287	3221.094285714286	24871.437142857143	6947.53	23633.887142857147	7844.857142857143	17805.27857142857	1256.5742857142855	120546.68285714285
ko00941	K_Flavonoid biosynthesis	1497.0269999999996	10250.933	9527.947	3722.053	608.201	2782.0799999999986	433.25300000000004	6509.733	5618.347	3970.627	2428.7339999999995	7896.814	598.6969999999999	998.2	4492.413	5790.174	3683.44	3290.1330000000007	2682.8	6591.347	6942.067000000001	6381.120000000001	337.56	61505.893
ko00943	K_Isoflavonoid biosynthesis	2.2857142857142856	1.7142857142857142	1.7142857142857142	0.0	0.0	0.0	1.1428571428571428	0.5714285714285714	0.0	0.0	0.0	4.571428571428571	0.0	0.5714285714285714	0.0	0.0	0.42857142857142855	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	2.8571428571428568
ko00960	K_Tropane, piperidine and pyridine alkaloid biosynthesis	151423.4191666667	142863.1325	72110.845	66246.30416666665	109095.26083333328	43757.26249999998	25118.68833333334	83958.2925	66439.91916666666	50895.3475	55932.23416666667	63195.15	57598.095	102992.1375	71940.61166666668	46949.5325	78218.28583333334	34457.66583333333	74057.30666666666	627586.7849999999	59518.83666666668	128336.40166666669	19399.76166666667	509920.09916666674
ko00965	K_Betalain biosynthesis	0.0	8.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	40.0
ko00970	not_found	654260.913125	716297.2150000002	472817.9853125001	318264.51625000004	398042.4018749999	197913.26031249997	99112.29968750004	388476.2646875001	288147.33937499986	248923.2065625	271596.48375	333938.16624999995	209612.65312499995	394763.50468750007	346657.120625	322020.6865624999	394384.5587500001	146698.5284375	299678.1849999999	1722058.57875	278410.36312500003	444259.1706250001	71503.54374999997	2200739.31125
ko00980	L_Metabolism of xenobiotics by cytochrome P450	10158.89181818182	0.0	56824.17181818183	0.0	26281.840909090934	0.0	0.0	0.0	0.0	0.0	5628.359090909091	16308.280909090912	4565.823636363636	0.0	16613.10454545455	35770.83727272727	0.0	31378.962727272723	0.0	0.0	0.0	0.0	5748.435454545454	188904.91363636364
ko00983	L_Drug metabolism - other enzymes	0.0	535005.0545454547	0.0	251788.56454545454	335152.4227272726	0.0	0.0	0.0	219728.85090909078	0.0	224896.0518181818	209916.1636363636	157343.47	292501.6472727273	0.0	246449.70363636359	311405.8472727273	0.0	0.0	1647857.539090909	0.0	394980.7	63368.31454545455	1892596.129999999
ko01040	D_Biosynthesis of unsaturated fatty acids	162990.77866666665	173661.264	97314.12666666663	87370.02	124193.008	38751.05866666666	25225.52733333333	90270.06266666666	60359.40666666665	63884.29866666668	81265.72733333334	67758.19333333331	51910.152	91266.31733333335	82296.55066666665	81851.21466666668	94995.87466666666	44062.024000000005	64410.75733333332	313956.2286666667	69187.29533333331	85197.09933333332	13918.95	440071.56466666656
ko01051	J_Biosynthesis of ansamycins	2024289.2900000003	2567855.840000001	1146457.4199999995	1436065.0500000003	1442402.740000003	509391.34999999974	491505.68999999994	1113707.1	979660.7699999993	898613.6999999995	1182341.0099999998	1068481.34	726267.2200000002	1637781.8000000003	1398379.77	851901.53	1049193.19	378939.4700000001	1290379.5700000005	6585046.94	1082523.13	1568898.12	196062.23000000004	7197406.489999997
ko01053	J_Biosynthesis of siderophore group nonribosomal peptides	1728.495625	4135.245	616.1700000000002	628.455625	9688.54500000001	1988.4425	441.59625000000005	4980.7875	797.2343749999999	682.376875	1245.771875	2020.73625	391.971875	714.3100000000002	255.0875	1648.65125	5631.31625	18016.5975	289.00125	1625.7725	4405.21625	322.358125	1568.06625	4722.42375
ko01055	J_Biosynthesis of vancomycin group antibiotics	808545.4299999998	1020693.3600000008	693995.9099999999	524434.6200000001	354355.47999999986	209106.3499999999	144186.38999999998	471327.86	300114.39999999985	320874.3599999998	355330.33	402495.91	257782.59999999995	491725.81	447707.1999999999	497951.26	530135.8899999999	208927.43	375342.06999999995	661775.3799999998	498420.38000000006	344895.05	65132.13999999999	2586208.6
ko01057	J_Biosynthesis of type II polyketide products	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	326.67	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko02010	not_found	296093.85380368104	345188.6250920245	199813.54785276068	196947.83374233125	229606.04595092012	96152.73319018401	49974.823926380384	173342.0694478527	132442.32680981592	113862.02036809815	172895.85957055222	161775.58840490802	95796.17245398778	200391.1913496932	163518.1714723926	165376.65601227	137686.4682822086	93015.33079754599	122670.47024539877	940651.3102453988	159281.67950920248	229201.5014723926	30386.785644171767	1137898.1406134963
ko02020	not_found	134414.52913043473	170295.4014906832	85071.86621118012	77176.69757763976	128541.5378881987	45564.362049689444	20901.745217391297	80691.04770186332	62798.39521739128	51155.97397515528	60860.348385093166	63256.691677018636	43961.29403726709	84401.58304347825	65316.87627329192	70625.31888198758	76144.54720496897	51467.42850931676	57583.17149068324	496956.0302484472	69975.99068322981	102837.30341614908	17883.66242236025	494455.3203726707
ko02030	not_found	370558.1223076924	507595.5438461539	102386.2107692308	197544.38230769226	516892.6946153845	129397.7730769231	44715.91538461538	161856.19615384613	185984.8961538461	113077.97769230767	173973.90692307692	113891.2107692308	147147.2423076923	250505.4553846154	144252.84846153847	117758.88153846153	265048.2923076923	69098.80769230769	127110.62538461536	2823151.635384615	145713.18846153846	383847.9592307693	79910.69230769233	1190425.0615384614
ko02040	not_found	134677.6761904762	237057.2647619047	25098.88333333333	16084.74095238095	317119.5433333332	84456.57952380952	11151.904761904763	71726.19190476193	112215.78380952383	39177.898571428566	8193.093809523809	2719.503333333333	79115.87809523809	114633.03666666668	41764.06333333334	6982.306666666667	184212.4138095237	39670.05428571428	53066.21761904762	1955262.7419047616	22027.10952380953	258703.1457142857	54469.65476190476	591861.0219047619
ko02060	not_found	469417.8152631579	479075.12578947353	389725.9981578947	189652.93894736838	280205.1239473683	149111.30631578952	80386.26078947369	323474.6410526316	238514.87236842106	231909.6692105264	129353.40947368422	131287.6994736842	145083.11263157893	301466.00657894736	204708.5202631579	113148.96684210525	105090.58394736842	119463.5655263158	260998.2134210526	1231496.655789474	93932.88947368422	306844.947631579	38570.47710526315	1397410.0805263154
ko03008	not_found	20921.007804878045	21340.470487804883	15895.171463414628	9430.195853658537	12235.864146341464	6452.223902439021	2965.5036585365874	12411.609756097558	8735.442195121946	8365.046341463414	7672.371463414633	9963.828048780488	6491.508536585364	12133.87170731707	10229.557317073168	9375.16121951219	12591.061219512198	4997.702195121951	9099.993414634144	52630.56170731706	8173.573170731706	13242.253414634142	2300.319024390244	62889.29341463412
ko03010	not_found	603445.3516666669	631776.8833333335	442418.15958333353	270245.5066666664	361922.3449999997	184868.1168055556	88480.31458333333	369504.2990277775	264179.7815277773	228153.7390277778	230454.4447222224	279609.96680555545	193553.0056944443	362832.17722222186	308661.75194444397	276354.74791666627	378487.9790277778	132001.14027777765	266579.8127777778	1636184.0562500006	230753.7143055553	410079.3981944442	69003.04625000003	1944175.8348611118
ko03013	not_found	29004.461818181826	27433.373030303046	19837.461969696968	12887.289545454549	14477.7653030303	7593.94318181818	3207.750303030305	15114.863333333333	11226.171818181812	9336.806212121208	11839.284545454546	10972.588636363636	8155.779848484846	14279.209242424244	11598.890909090907	13109.170606060603	11709.061818181814	6281.978030303032	10694.122727272725	68304.43181818182	10042.281515151517	18235.848030303034	2628.305606060606	92214.67590909087
ko03015	not_found	0.0	126.14814814814815	0.3703703703703704	0.4444444444444444	11.037037037037036	0.14814814814814814	39.03703703703704	10.074074074074074	3.4074074074074074	202.22222222222226	0.8148148148148148	0.4444444444444444	0.5185185185185185	0.0	0.4444444444444444	0.07407407407407407	123.92592592592592	0.0	1.2592592592592593	5.037037037037037	1.851851851851852	0.07407407407407407	2.3703703703703702	13.555555555555555
ko03018	not_found	221217.74710526312	241517.64815789482	164592.67473684208	107974.39657894736	142645.82394736836	68978.18578947367	29628.94026315791	130592.32657894734	96890.44999999994	78279.82026315788	90785.2944736842	100879.97842105264	72836.96263157894	125820.8947368421	106790.44710526317	103419.94657894736	135772.6918421053	52678.69736842107	94505.41631578944	623146.1684210526	98259.86289473686	157758.78763157895	26642.106315789468	794690.4018421053
ko03020	not_found	432025.9133333333	489397.6279999999	254564.8576666667	204144.79833333337	294573.28333333344	110996.6773333333	55403.59433333333	212374.184	174209.53100000005	134800.23799999998	203259.857	152058.79866666667	139085.7933333333	247401.35866666664	202983.659	184482.035	267504.01700000005	76094.27399999999	181876.8333333333	1417953.8080000002	174818.97466666665	294081.854	48626.478	1210742.872666667
ko03022	not_found	0.0	0.0	0.0	0.0	29.538461538461537	0.0	4.307692307692308	0.3076923076923077	0.0	817.8461538461537	0.0	0.6153846153846154	0.0	0.0	0.0	0.0	140.30769230769232	0.0	1.8461538461538465	0.0	0.0	0.0	0.0	32.30769230769231
ko03030	not_found	494011.3788461539	505229.3692307695	341775.253076923	229509.41923076927	306313.98346153845	153110.28961538456	70320.08961538466	294413.3669230769	211902.8211538461	176961.6103846154	182759.69076923077	204798.01076923078	152217.9992307692	281901.22423076915	243937.7853846154	221270.7888461538	289887.21615384624	105908.33230769233	216975.0738461538	1334925.1011538464	205807.69576923078	344480.2303846153	55723.45538461538	1716720.8080769225
ko03040	not_found	0.0	0.0	0.0	0.0	0.0	0.06666666666666668	0.013333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.011166666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333
ko03050	not_found	1244.7491666666667	167.33291666666662	1334.8050000000005	624.5833333333334	1122.5791666666667	338.1658333333333	26.5275	534.4725	94.2775	558.57	47.75	920.9591666666664	60.09708333333334	253.02791666666667	25.7775	122.04166666666669	140.83333333333334	16.72208333333333	45.19458333333333	255.13875	565.7220833333333	61.625	22.43041666666667	149.41666666666666
ko03060	not_found	518471.3169999999	603677.3230000002	373112.5299999999	259088.1655	349784.65299999993	163570.4539999999	74737.92850000004	308900.7505	224471.3915	191503.5775	223037.2365	279022.661	166404.01799999998	298176.665	263939.6605000001	261749.8175	339783.4365	123464.4855	235682.65249999997	1401824.3690000002	238922.7505	343482.1425	60435.30100000002	1764104.690499999
ko03070	not_found	223805.02378378372	277688.3743243244	166647.4589189189	117704.78243243245	153440.22594594592	75046.40432432429	31753.625945945965	125931.9954054054	97944.54945945943	81757.54729729728	100619.84729729727	129128.6127027027	68386.22405405404	125246.26837837836	111940.95702702703	116554.53918918913	178796.63162162164	71033.19054054054	104644.63675675674	562755.041081081	120454.42459459463	149832.25216216213	27459.527297297303	806549.0224324324
ko03410	not_found	352503.4561904761	405214.18333333347	274574.4214285714	191950.28047619047	246293.98714285702	120372.80857142851	58139.241428571455	233399.80523809532	161953.75619047612	141943.11523809526	151827.17238095234	155419.1419047619	123304.04571428572	225135.05904761906	196262.64380952375	176766.71333333323	214301.4942857143	93471.93	175933.57142857142	1003292.36	165107.21142857143	250380.36476190476	42439.55428571429	1228774.2376190478
ko03420	not_found	328441.1579166666	353903.1141666667	228283.69875	169001.97541666668	204826.55999999997	100334.6208333333	45099.93708333335	185123.29499999995	142978.76333333328	111643.25708333332	131176.4608333333	142033.3020833333	98617.2625	181865.07666666663	163455.58708333332	155087.60958333328	182967.08208333337	68860.43833333334	144241.84749999995	969453.2683333334	158017.00875	237960.37041666664	37251.93583333333	1207660.0833333335
ko03430	not_found	680452.5826086957	741897.6508695654	484526.0630434782	323291.7182608696	425568.97	211894.57521739122	96884.03347826091	390304.1804347826	305886.7747826085	243539.7747826087	265625.77347826085	271994.99260869564	204205.81173913038	383789.16130434774	340136.38217391307	318011.1139130433	403630.21695652185	149976.17217391304	304556.5373913044	1866477.92	291394.06913043483	500089.9108695652	75267.10304347826	2552138.220869565
ko03440	not_found	591383.5580000001	633790.8340000003	413101.5103333333	288434.21333333326	348209.80633333325	176878.14666666655	89497.26433333338	343779.3596666667	253258.5063333332	212369.77233333333	225562.611	254764.04199999996	183371.9026666666	353961.3183333333	301543.345	269687.95233333326	346234.0053333334	126253.29600000002	262875.2816666666	1576492.6013333334	255601.99566666665	400786.7003333333	65115.89633333334	1982509.897999999
ko03450	not_found	393.9	15784.051	567.734	900.7330000000001	28334.98200000001	1780.5309999999995	955.563	345.591	2219.100000000001	7841.562000000001	3416.506	2689.803	1931.169	1386.465	872.052	1009.275	12714.315	350.334	1147.44	2284.16	121.20100000000001	254.841	651.534	8445.573999999999
ko04075	not_found	0.4	0.03636363636363637	10.145454545454548	0.0	0.0	1.4545454545454546	0.0	0.0	11.636363636363635	0.0	0.0	2.327272727272728	0.0	0.0	0.07272727272727274	0.07272727272727274	0.0	0.6181818181818182	0.0	0.0	0.0	0.0	0.07272727272727274	285.3090909090909
ko04080	not_found	0.0	0.008866666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044666666666666665	0.0	0.0	0.0	0.0	0.0044666666666666665	0.0	0.0	0.0	0.0	0.0
ko04110	not_found	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	36.384615384615394	0.0	0.38461538461538464	0.0	0.0	1.3076923076923077	0.5384615384615384	58.0	0.0	0.0	0.0	0.0	0.0	2.3076923076923075	1.0769230769230769	0.0	0.0	0.0
ko04112	not_found	602299.2731249997	625957.58375	413001.1181249999	292702.296875	347376.856875	171816.69312499993	81276.31812500005	329191.358125	246485.20437499988	208032.266875	253828.055	272757.895625	177705.32374999995	327385.11499999993	289871.14687499986	282100.41624999995	340222.93937500013	126488.730625	249712.51249999995	1524920.284375	263377.24875	404462.10875	65333.11687500001	2066879.6531249997
ko04113	not_found	70.1068	271.6128	53.8	21.28	390.72539999999987	0.0	0.0	14.373399999999998	0.0	30.1466	31.72	0.0	0.0	0.0	0.0	0.0	345.74679999999995	0.0	0.0	0.0	0.0	70.8	2.76	0.0
ko04122	not_found	477242.9281818181	488631.2663636364	294011.96727272717	194714.39454545453	308082.9872727271	141258.42272727273	57938.43545454549	259203.7581818182	202459.78909090895	145315.73272727273	189776.5836363636	210032.93	159745.32181818178	274416.7354545454	215539.88181818172	219895.64272727264	238922.8290909091	108177.53636363636	195104.11636363636	1694638.3418181816	181126.3709090909	360554.6890909091	53856.74727272727	1562907.3454545452
ko04141	not_found	13261.6015942029	16309.453043478257	10664.802898550724	6813.443913043477	10252.074202898546	4445.412898550724	2057.9497101449274	6130.036376811594	7419.440579710142	3527.864782608696	5404.829130434783	6506.410144927536	4511.667826086957	7538.318550724636	6827.2663768115945	5445.888550724638	12925.027246376809	3724.125797101449	7895.857826086955	41466.62507246377	6539.311449275363	13364.087971014496	1807.3453623188407	69660.49304347826
ko04142	not_found	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3577.2564	0.0	10995.5266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
